"feature","id","fc","pval","qval"
"gene","MSTRG.10075",1.27512205491918,0.00206982917981047,0.0317169319972168
"gene","MSTRG.1008",2.10897332095773,0.489388615077504,0.621027957740756
"gene","MSTRG.10082",1.07731094002733,0.000613034796621781,0.022529170118438
"gene","MSTRG.10089",0.998046759407449,0.939525347058083,0.960951881604644
"gene","MSTRG.1009",0.32345333494301,0.620105807371517,0.729970866664071
"gene","MSTRG.10090",1.04973821755227,0.24402026826564,0.393468337540285
"gene","MSTRG.10091",1.13677140812712,0.141236665955696,0.271293541189129
"gene","MSTRG.10093",0.921485328619055,0.0235446085177577,0.0933703294156804
"gene","MSTRG.10096",0.960615999699734,0.166308782108366,0.302166036149448
"gene","MSTRG.10103",1.03436861028015,0.0820436377712231,0.190122372939523
"gene","MSTRG.10105",0.899375606964073,0.0877657489504384,0.197588874040667
"gene","MSTRG.10109",1.13753477878504,0.00795868551999535,0.0558172419648233
"gene","MSTRG.10116",0.971088057789146,0.27155814498651,0.422001892094943
"gene","MSTRG.10117",0.933658572159237,0.181737987073761,0.321627169751254
"gene","MSTRG.1012",0.889456526559101,0.187305556680871,0.32832655692813
"gene","MSTRG.10124",1.01608603261356,0.312888937973199,0.462395292764082
"gene","MSTRG.10136",0.902572913322039,0.37630452342448,0.522351442920929
"gene","MSTRG.10142",1.03420494562176,0.629341889311919,0.737151831518789
"gene","MSTRG.10145",1.14443283701827,0.295098893127432,0.443891320435557
"gene","MSTRG.10149",0.9195332779596,0.122554209508584,0.246789664741182
"gene","MSTRG.10150",0.822357594105367,0.000566432518399829,0.0223223925995774
"gene","MSTRG.10151",1.05280410277246,0.478524549428867,0.611453018454843
"gene","MSTRG.10156",0.970190616134628,0.74152576610532,0.823630743112137
"gene","MSTRG.10158",0.777578428594764,0.00164432838408457,0.0290803474496747
"gene","MSTRG.10162",0.886123419692903,0.254863921059442,0.403578943057426
"gene","MSTRG.10168",1.94889597714494,0.0115110662966457,0.0652846767125833
"gene","MSTRG.10169",1.10149708039297,0.0248786599387054,0.096636937209205
"gene","MSTRG.10172",0.416581150178265,1.02790292779709e-05,0.010225318589491
"gene","MSTRG.10175",0.811444180917845,0.00194870357856913,0.0312155950202375
"gene","MSTRG.10176",1.33432671848396,0.0245914786072572,0.0959588492648382
"gene","MSTRG.10177",1.05109217998039,0.0361440557585531,0.117163113697602
"gene","MSTRG.10179",0.966036964869618,0.16985285929918,0.306643787564224
"gene","MSTRG.10180",0.988681960226143,0.876349701425908,0.918637051494498
"gene","MSTRG.10181",0.911835324068384,0.35425482943313,0.502069682379552
"gene","MSTRG.10185",1.05572859869586,0.303791612408174,0.452864076489509
"gene","MSTRG.10186",0.941671504216222,0.0523743135767344,0.144557101087434
"gene","MSTRG.10187",0.965439487168774,0.028096164622996,0.102532951945912
"gene","MSTRG.10188",0.8737078676279,0.0351767386515511,0.115510514155888
"gene","MSTRG.1019",1.01557379218985,0.47009360729353,0.60430475597209
"gene","MSTRG.10190",0.92225289134549,0.334189930285138,0.480627163450165
"gene","MSTRG.10193",0.902578112194678,0.16133821065884,0.296853598397115
"gene","MSTRG.10194",1.03976801035446,0.317210282088516,0.465993868344285
"gene","MSTRG.10195",0.79344526279509,0.0262611459391218,0.0993464105810173
"gene","MSTRG.10196",0.877120677575166,0.154051609926589,0.287560193009189
"gene","MSTRG.10197",1.06917355349913,0.318647480823296,0.467057642740639
"gene","MSTRG.10199",0.721554942897645,0.113571060891458,0.234326247608072
"gene","MSTRG.10203",1.03903153678938,0.0315892279319279,0.108321814291726
"gene","MSTRG.10204",0.987078789943749,0.829472336584524,0.885870737662025
"gene","MSTRG.10205",1.00883772398994,0.699913041673504,0.793018634398161
"gene","MSTRG.10206",0.852727575558661,0.64381376149252,0.74818929629978
"gene","MSTRG.10208",0.877928718243495,0.0142305968323915,0.0725686258507565
"gene","MSTRG.1021",1.11451866831007,0.494148219409524,0.624655706954101
"gene","MSTRG.10219",1.05661045942558,0.073278979592327,0.177229859223699
"gene","MSTRG.1022",1.0017984343705,0.956465195146337,0.973748989742022
"gene","MSTRG.10220",1.25429596770468,0.0407961207872735,0.125125627302156
"gene","MSTRG.10221",1.12029759266934,0.0730309474773359,0.176988792904816
"gene","MSTRG.10230",0.906528600827404,0.0719876163345503,0.17557766746069
"gene","MSTRG.10232",0.925597220747874,0.216157615191655,0.363479640543047
"gene","MSTRG.10236",0.914659267967742,0.0221524631285248,0.0904271503875172
"gene","MSTRG.10239",0.854161851332034,0.0729348291833509,0.176988792904816
"gene","MSTRG.10255",1.04456659190573,0.0692341649273747,0.170817698990197
"gene","MSTRG.10256",0.970488826997214,0.540684296160064,0.661850394491499
"gene","MSTRG.1026",0.937218405400673,0.012874944768746,0.0688380380302284
"gene","MSTRG.10260",0.893916565439535,0.0614243794046447,0.158910813814597
"gene","MSTRG.10265",0.868803841826964,0.00990592011166003,0.0621238798538973
"gene","MSTRG.10268",0.97075240251755,0.487254829620503,0.619057834438692
"gene","MSTRG.10270",0.819591456608022,0.0482769280356612,0.137815669354733
"gene","MSTRG.10271",0.96406767097471,0.307715517712838,0.456914982410894
"gene","MSTRG.10274",0.967607369491463,0.401727114954334,0.545346885833007
"gene","MSTRG.10275",0.938085193591218,0.721956361839607,0.810136052454419
"gene","MSTRG.10279",1.00265207874576,0.818097835402289,0.877986924423395
"gene","MSTRG.10280",0.522653204563846,0.0601839520881842,0.156821860652012
"gene","MSTRG.10284",0.966207291563055,0.498505038982337,0.627689111699776
"gene","MSTRG.10290",1.00491592975202,0.857494832617345,0.905022801355077
"gene","MSTRG.10291",0.937902292060606,0.152670110302554,0.286235462577698
"gene","MSTRG.10292",1.08850178436326,0.0162946331844469,0.0785576481035181
"gene","MSTRG.10296",0.9053297778057,0.0498213626410018,0.140112305744104
"gene","MSTRG.10298",1.21140343558932,0.109392713206841,0.228681424695196
"gene","MSTRG.10299",1.2269501739211,0.39368983412158,0.538587918765163
"gene","MSTRG.10304",1.18984337931296,0.684243743832544,0.780406491836449
"gene","MSTRG.10309",0.833028653505824,0.371526775659795,0.518325647731689
"gene","MSTRG.1031",0.410957048390084,0.0120030610768401,0.0666498708992638
"gene","MSTRG.10312",0.782276507804883,0.304481869528451,0.453694623950918
"gene","MSTRG.10316",1.30028339792593,0.0162348889773833,0.078380480282452
"gene","MSTRG.10317",1.12752343373458,0.695194968015778,0.789331128741432
"gene","MSTRG.10330",0.822473268499834,0.0526781201807311,0.144922561563799
"gene","MSTRG.10335",0.463007997880512,0.0506865900247053,0.141610854179679
"gene","MSTRG.10336",1.02022044544653,0.81684602887755,0.877057706545638
"gene","MSTRG.10344",2.28411406723646,0.0304986940460344,0.106402045707173
"gene","MSTRG.10345",0.727538781721073,0.00309839095423103,0.0389570676749902
"gene","MSTRG.10348",0.965402718113739,0.366312302774782,0.513711369680249
"gene","MSTRG.10359",0.954339782106698,0.231968312168348,0.380401247065584
"gene","MSTRG.1036",1.12027583185731,0.0233395680129058,0.0930053150422363
"gene","MSTRG.10360",0.474305323478389,0.702865617960384,0.794995008733357
"gene","MSTRG.10361",2.33892272788946,0.519790590640351,0.644960403421054
"gene","MSTRG.10362",1.3495777342136,0.0132663631332588,0.0701033382080156
"gene","MSTRG.10366",1.04525829431369,0.385486531479481,0.531203089770694
"gene","MSTRG.10367",1.18507178519663,0.00145853062597612,0.0285860995474827
"gene","MSTRG.10369",0.9517790109946,0.51857843828858,0.644043304237601
"gene","MSTRG.10371",1.07863937907096,0.106664671293608,0.224979289668479
"gene","MSTRG.10372",0.930890085213875,0.262253755312755,0.412502041985937
"gene","MSTRG.10374",0.881474167955635,0.00256364304433698,0.0352166258201275
"gene","MSTRG.10375",0.964916811801977,0.628023276570786,0.735986707303258
"gene","MSTRG.1038",1.19679349509462,0.00640337799663793,0.0502901241970976
"gene","MSTRG.10380",0.974425288821191,0.750144011555715,0.829563894610329
"gene","MSTRG.10382",1.14772513379284,0.0268997966172602,0.100421524859387
"gene","MSTRG.10383",1.03399361882474,0.273081607994844,0.423519178392758
"gene","MSTRG.10386",1.10179808159368,0.0758906057935104,0.180837239275024
"gene","MSTRG.10391",0.857305499577651,0.252220632352683,0.401163800921195
"gene","MSTRG.104",1.0908841960645,0.00664775636823067,0.0506910013000319
"gene","MSTRG.10401",0.937898673985292,0.0240590714224082,0.0945851729449575
"gene","MSTRG.10403",0.987221003459471,0.717792618351324,0.806658799752881
"gene","MSTRG.10405",1.23423512073105,0.000723565121574232,0.0238287122404422
"gene","MSTRG.10408",0.813201736434696,0.0581514795079869,0.153343000851528
"gene","MSTRG.10409",1.16716248852984,0.038760461199401,0.122215570766104
"gene","MSTRG.1041",0.82458557692688,0.00304714018583607,0.0386822246682393
"gene","MSTRG.10420",1.08086784652486,0.0147319237171528,0.0741498943721626
"gene","MSTRG.10424",0.878535399070601,0.00095738812315127,0.0254137859822767
"gene","MSTRG.10427",0.969912383620017,0.11611974133599,0.23800008318925
"gene","MSTRG.10429",1.04188239082727,0.180109856216668,0.319326109188303
"gene","MSTRG.10431",1.02243823308322,0.40509551049264,0.548141344785297
"gene","MSTRG.10438",0.722337967920026,0.00851613170117926,0.0576509134130477
"gene","MSTRG.10439",0.93510397480702,0.00595517587628414,0.0485023105718386
"gene","MSTRG.10440",1.05968496450357,0.298398009837672,0.446679673487794
"gene","MSTRG.10441",0.656453199026954,0.350836810700811,0.498780925661612
"gene","MSTRG.10442",0.903119399628947,0.829147807889913,0.885662896644553
"gene","MSTRG.10443",1.07118291212659,0.108491297782079,0.227075583966973
"gene","MSTRG.10446",0.799378629557679,0.0462157888955892,0.134008095661944
"gene","MSTRG.10452",0.865400926530455,0.00113543124319115,0.0268283518444296
"gene","MSTRG.10453",0.88289428573346,0.0104858772330075,0.063205379036173
"gene","MSTRG.10458",1.20982836887169,0.0130925572834972,0.069565053002027
"gene","MSTRG.10459",0.925476263093755,0.00111616792017477,0.0266979533748471
"gene","MSTRG.10468",1.10361029043309,0.0197042258255962,0.0858298450179483
"gene","MSTRG.10469",1.01900520142649,0.908238560809136,0.940665795964127
"gene","MSTRG.1047",0.892681198615843,0.00528591131408285,0.0464356410155964
"gene","MSTRG.10472",0.858767859877019,0.000517749373710297,0.0215734182036987
"gene","MSTRG.10473",0.940722546190498,0.0338500197314366,0.113004693687171
"gene","MSTRG.10475",0.971447907259716,0.1054021658572,0.223561470021324
"gene","MSTRG.10478",1.03107546422378,0.559658901583841,0.679706882611268
"gene","MSTRG.10479",1.04189190816687,0.811244976940629,0.872978141084664
"gene","MSTRG.10480",0.951411166871008,0.241813162238518,0.390996282490508
"gene","MSTRG.10482",0.821349826781653,0.00639438297227191,0.0502901241970976
"gene","MSTRG.10485",1.00382461103531,0.83651599408489,0.891080697325972
"gene","MSTRG.10487",1.06879206560079,0.278549474293827,0.427564769740207
"gene","MSTRG.10489",1.01762672019439,0.814222768156039,0.874930108846109
"gene","MSTRG.1049",0.619825841389105,0.40585612093396,0.548626051240691
"gene","MSTRG.10490",0.923550465904455,0.0478145777420002,0.13724293745988
"gene","MSTRG.10491",0.890981563336979,0.000843953656646912,0.0245199351303431
"gene","MSTRG.10495",1.09162990117268,0.211562607808516,0.357516682555939
"gene","MSTRG.105",1.06834019886854,0.0833750867522648,0.191886551786019
"gene","MSTRG.1050",0.894111356138558,0.0262469934245928,0.0993464105810173
"gene","MSTRG.10503",1.03672621305857,0.568964183096738,0.686604502774024
"gene","MSTRG.10504",1.20017016496202,0.00364134771524349,0.0405605676059067
"gene","MSTRG.10506",0.932584769016421,0.0206674864804844,0.0876728409069461
"gene","MSTRG.10507",1.14235690581562,0.0182684353605242,0.0827481221612583
"gene","MSTRG.10509",1.21018767478981,0.297274561796549,0.445842509755852
"gene","MSTRG.10511",1.02409458542497,0.458289353668769,0.593890583788136
"gene","MSTRG.10513",1.1933970208957,0.00953980745504346,0.0612651189777957
"gene","MSTRG.10515",1.1735493969634,0.00660074124776822,0.0506155827739437
"gene","MSTRG.10516",1.12958560062598,0.0466131240382099,0.134584501824967
"gene","MSTRG.10518",0.998417920248965,0.968892825622396,0.980543704315302
"gene","MSTRG.1052",1.02398739766189,0.344925683243193,0.492947250035397
"gene","MSTRG.10522",0.872041196196336,0.0043895271997032,0.0432386951285259
"gene","MSTRG.10523",0.964366632959961,0.0959429652689329,0.209763692828196
"gene","MSTRG.10529",0.974858549810154,0.500950845506655,0.629605810069851
"gene","MSTRG.10538",1.26036393788992,0.0363021828102859,0.117563886089178
"gene","MSTRG.1054",1.25175049454385,0.496336919114671,0.626579403260132
"gene","MSTRG.10540",0.963308517179145,0.308761211290278,0.457920601630524
"gene","MSTRG.10547",0.979127245403432,0.724411405776658,0.81107836911079
"gene","MSTRG.10548",1.02474630512897,0.451323300460829,0.588438959431589
"gene","MSTRG.1055",0.900038913566393,0.0672940627293929,0.167914943494243
"gene","MSTRG.10553",0.924316773567644,0.00382183081016418,0.0409158910758116
"gene","MSTRG.1056",1.09772338027331,0.102219205077711,0.218647104177833
"gene","MSTRG.10565",1.14539327931025,0.364595064179763,0.511881951053018
"gene","MSTRG.10566",1.13501359819205,5.75086192373675e-05,0.0160751298674565
"gene","MSTRG.10568",0.90571109347834,0.0619836711437869,0.159870695901986
"gene","MSTRG.10571",1.47067193243483,0.194728903561634,0.338035888866733
"gene","MSTRG.10578",1.17036844707901,0.0888576746509713,0.198651420891506
"gene","MSTRG.1058",0.931964527155551,0.201245968263163,0.345826510120994
"gene","MSTRG.10582",0.914427471337494,0.0984919074369461,0.213148994602432
"gene","MSTRG.10583",0.944466335023106,0.269029010978201,0.418906068487528
"gene","MSTRG.10584",1.08600378082285,0.127523527081931,0.25271159422021
"gene","MSTRG.10585",1.09888340009575,0.0126246096926592,0.0679582909535147
"gene","MSTRG.10587",0.985938060544019,0.902317694622715,0.937239025482713
"gene","MSTRG.1059",1.06180868232966,0.0208408509751918,0.0879158917684918
"gene","MSTRG.106",0.91819199060434,0.430651745420433,0.56997367003595
"gene","MSTRG.1060",1.64497770224544,0.00663158902671246,0.0506351452121622
"gene","MSTRG.10600",1.01683948225854,0.508332524684316,0.635952068411265
"gene","MSTRG.10601",0.969382214641859,0.264507277642514,0.414707017407777
"gene","MSTRG.10604",0.838402185381327,0.678684083755799,0.775752749658498
"gene","MSTRG.10606",1.12250286800478,0.000519002579640104,0.0215734182036987
"gene","MSTRG.10607",0.971598579566205,0.136985253240688,0.265518473512019
"gene","MSTRG.1061",0.918785377059463,0.0216783242000333,0.089727465738693
"gene","MSTRG.10612",1.07915000186027,0.23827124501332,0.386829025305025
"gene","MSTRG.10615",0.670316538006749,0.0528449703353238,0.145068251228654
"gene","MSTRG.10617",0.748455210744496,0.116373327592095,0.238304888613791
"gene","MSTRG.10619",1.03068242703156,0.119854977116064,0.243141486537478
"gene","MSTRG.10622",1.15406776294418,0.0227920538804344,0.0918282690915609
"gene","MSTRG.10624",0.860052513361435,0.0037510065416464,0.0407507257845864
"gene","MSTRG.10625",0.948385652533749,0.0140578517210032,0.0719462276141731
"gene","MSTRG.10628",0.907897628214984,0.0475013120393467,0.136573784973524
"gene","MSTRG.10629",0.932460537182626,0.0538151284717323,0.146391752111652
"gene","MSTRG.1063",1.04649201915097,0.0485911334899272,0.138191805173481
"gene","MSTRG.10632",0.965051826885705,0.374134507833568,0.520611336987433
"gene","MSTRG.10637",1.34706711702234,0.0662551178148093,0.166614836408121
"gene","MSTRG.10638",1.16174355502039,0.00969687432570376,0.0614722466108083
"gene","MSTRG.10641",1.03922487456132,0.296044486436981,0.444817117928345
"gene","MSTRG.10643",1.07317217228557,0.00647609925319337,0.0504447017810035
"gene","MSTRG.10644",1.19681106142401,0.0343113562279318,0.114008646230402
"gene","MSTRG.10648",1.02530054145705,0.718593230570029,0.807292362029645
"gene","MSTRG.10649",0.96564468200873,0.413747435545774,0.554942221856197
"gene","MSTRG.10651",1.07165033413981,0.225669525599887,0.373939999031218
"gene","MSTRG.10655",0.979461832357416,0.0487340782251953,0.138223206709665
"gene","MSTRG.10656",0.950712653731161,0.182926821375466,0.322976467577455
"gene","MSTRG.1066",0.789278531119212,0.00334797358920047,0.0392825059510837
"gene","MSTRG.10660",0.822706510553902,0.00241563312359649,0.0343202659015601
"gene","MSTRG.10666",0.879745716422779,0.0468020156860277,0.135018764676958
"gene","MSTRG.10667",1.00819956395382,0.689189368866712,0.784865340388302
"gene","MSTRG.1067",1.13394825060613,0.596142687143,0.709876016863942
"gene","MSTRG.10674",1.14572641680125,0.023357063129281,0.0930053150422363
"gene","MSTRG.10675",0.923351140134574,0.409926179241042,0.551829929677366
"gene","MSTRG.10677",0.921147236627048,0.430678359154346,0.56997367003595
"gene","MSTRG.10679",0.940120359271217,0.424008781485532,0.564670474077288
"gene","MSTRG.10680",2.14131343975783,0.0416772681257452,0.126610488775938
"gene","MSTRG.10681",0.485652664129477,0.0999916515306627,0.215233056041846
"gene","MSTRG.10682",0.903215326905538,0.299145697756642,0.447700597498799
"gene","MSTRG.10684",0.892915414779143,0.49283232491833,0.623772365200196
"gene","MSTRG.10685",0.91905215296429,0.0407790967213026,0.125125627302156
"gene","MSTRG.10686",0.483967366337982,0.0871147680285864,0.196647927105827
"gene","MSTRG.1069",0.941371104299436,0.0494142684764747,0.139312269728754
"gene","MSTRG.10691",0.968459862661391,0.141666711845223,0.271886817187187
"gene","MSTRG.10692",0.923095111183018,0.0521241523091445,0.14415024190322
"gene","MSTRG.10694",1.2454105534957,0.292820444880493,0.441572076106099
"gene","MSTRG.10696",1.04922362045564,0.347905677497851,0.495958386345221
"gene","MSTRG.10698",0.922829200584939,0.0164799299915146,0.0790595937735081
"gene","MSTRG.10699",1.06864932349886,0.0399337395738018,0.12385400861683
"gene","MSTRG.107",0.973424812870472,0.520698362053569,0.645576967757431
"gene","MSTRG.1070",1.00776582479919,0.730266009665851,0.815602558200806
"gene","MSTRG.10700",1.03921121846055,0.773733349000793,0.846092435055888
"gene","MSTRG.10706",1.00713106250653,0.924643234962439,0.950579540452262
"gene","MSTRG.10709",0.971044667849003,0.354626456173596,0.502491904330785
"gene","MSTRG.10710",0.918093424127351,0.328106019945015,0.475286599652607
"gene","MSTRG.10715",1.45718135224736,0.0260812292310599,0.0988303166582188
"gene","MSTRG.10716",0.865266164923247,0.00430484202657111,0.0429164817157541
"gene","MSTRG.10717",1.34431679890343,0.0381655450851304,0.121124078605835
"gene","MSTRG.10720",1.30005322861714,0.0960302474405244,0.209819934872453
"gene","MSTRG.10725",1.00473185205435,0.902143804998195,0.937239025482713
"gene","MSTRG.10731",1.0838922834112,0.00252791819930809,0.0349550068249153
"gene","MSTRG.10732",0.932928746536064,0.206283594122884,0.351470947547038
"gene","MSTRG.10733",1.26760803789182,0.00177624821054922,0.030098661497262
"gene","MSTRG.10734",1.04005875853491,0.140384720469996,0.270263383068048
"gene","MSTRG.10735",1.0090832154012,0.887382300093635,0.927039807072773
"gene","MSTRG.10737",0.99534211813258,0.809257205856063,0.872167067367594
"gene","MSTRG.10743",0.9832124653427,0.852037459558081,0.901076537667924
"gene","MSTRG.10744",0.835908056825392,0.0199591474372105,0.0861148785313063
"gene","MSTRG.1075",0.939205299653603,0.0344171286018209,0.114171078189106
"gene","MSTRG.10752",1.10426820440943,0.106319624727401,0.224468616366568
"gene","MSTRG.10757",0.969853653631419,0.399291898048474,0.543091155027224
"gene","MSTRG.10759",1.09124784448084,0.299459824346573,0.447974022947244
"gene","MSTRG.10760",1.18699503561956,0.100442146253882,0.21606630199202
"gene","MSTRG.10763",0.968499281356677,0.563411038868197,0.682660949663275
"gene","MSTRG.10766",1.00974624806753,0.73265722743077,0.817033260166131
"gene","MSTRG.10767",0.985876652216786,0.585695826160816,0.701209772908023
"gene","MSTRG.10770",0.99640020946495,0.98053033960957,0.987921271817683
"gene","MSTRG.10773",0.934282768821226,0.331344947385478,0.478048361127366
"gene","MSTRG.10778",1.02051956164698,0.764546055099285,0.839547431960667
"gene","MSTRG.10779",1.06424225353341,0.230010283609728,0.378099856129134
"gene","MSTRG.10781",1.79948926745021,0.0555566379049628,0.149047461864672
"gene","MSTRG.10789",0.986413539994137,0.645491995327735,0.749295252029586
"gene","MSTRG.10791",1.0511007095641,0.227140817005345,0.375548238963271
"gene","MSTRG.10794",0.965634722038387,0.510644993879447,0.637791667877646
"gene","MSTRG.10796",1.21330309596386,0.307504805761598,0.456701581890373
"gene","MSTRG.10799",0.993303866724896,0.619705275780293,0.729631089217582
"gene","MSTRG.108",0.949948005852065,0.469265370193171,0.603482418345227
"gene","MSTRG.10801",1.00334920125074,0.590351409755801,0.705050028084319
"gene","MSTRG.10810",0.920220620025501,0.0540954037412276,0.146802693990425
"gene","MSTRG.10811",0.918606846243775,0.00133905685320956,0.0279720131535793
"gene","MSTRG.10819",0.931854768808623,0.048525652058986,0.138120822582926
"gene","MSTRG.10821",0.742352547306647,0.535079793046221,0.657170158721178
"gene","MSTRG.10826",0.503457372640712,0.126510892370285,0.251893252836878
"gene","MSTRG.10829",0.845417602302102,0.00228815400555127,0.0339094475127022
"gene","MSTRG.10830",0.873299310944189,0.0307572415185693,0.106816863532723
"gene","MSTRG.10835",0.558392550724113,3.97630272606087e-05,0.0160751298674565
"gene","MSTRG.10836",0.865751607715339,0.00169806903736425,0.0296801213945153
"gene","MSTRG.10846",0.991248050969004,0.463719531428448,0.599161494645134
"gene","MSTRG.1085",0.958497385880208,0.273618822147375,0.424115395765952
"gene","MSTRG.10856",1.13617836351193,0.441431134248013,0.579926005428542
"gene","MSTRG.10857",0.910918663600517,0.0633052605575115,0.16205481082259
"gene","MSTRG.10858",0.901998488671681,0.0166936303827918,0.0796922117083276
"gene","MSTRG.10859",1.10039980937148,0.0883416824080198,0.198330639650287
"gene","MSTRG.10865",1.13908908055485,0.0154648692212571,0.0762284985403541
"gene","MSTRG.10866",0.865627170740005,0.00536498597576385,0.0467686820930718
"gene","MSTRG.10867",1.18842943756472,0.00578720929327081,0.0480528693693388
"gene","MSTRG.10869",0.739386700068996,0.00752578952543337,0.0541174126528262
"gene","MSTRG.1087",0.519257737261727,0.000201553776398189,0.0198190182960556
"gene","MSTRG.10870",1.00012272063604,0.998211587186975,0.998504532627089
"gene","MSTRG.10871",1.03462003544348,0.0823263993344373,0.19023867181553
"gene","MSTRG.10873",1.17205578811814,0.106070745856572,0.224142676535727
"gene","MSTRG.10878",0.915598513060591,0.0152459104104867,0.0755014070909111
"gene","MSTRG.10884",1.02581353999973,0.702090661699584,0.794267616947082
"gene","MSTRG.10885",1.07650682865697,0.0487319880223732,0.138223206709665
"gene","MSTRG.10889",1.34833096138935,0.37307744277439,0.519799254514083
"gene","MSTRG.1089",0.96263779301321,0.057625810488954,0.152854144009027
"gene","MSTRG.10892",0.914583369893549,0.004209204766217,0.0428270878974646
"gene","MSTRG.10894",0.928443964808101,0.486333914470166,0.618449099134004
"gene","MSTRG.10895",0.959088717886913,0.567951113643164,0.685746146246094
"gene","MSTRG.10896",0.982331238269982,0.496603708037728,0.626684094352683
"gene","MSTRG.10898",0.908314105343663,0.0173586751002724,0.0802466913484014
"gene","MSTRG.1090",0.989020648699819,0.514751809152087,0.640894846428448
"gene","MSTRG.10901",1.27733558446421,0.0140067259790047,0.0719063710951246
"gene","MSTRG.10902",1.0585574970432,0.549958370573171,0.670314001823226
"gene","MSTRG.10903",0.979936117035921,0.346074212606331,0.493760549882244
"gene","MSTRG.10905",0.901261038421382,0.0489987669514145,0.138633164142359
"gene","MSTRG.10906",0.994510359128011,0.524225602640395,0.648673893842736
"gene","MSTRG.10908",1.12213470616447,0.218688494774079,0.366379815403022
"gene","MSTRG.10912",0.161098051911338,0.000192629249445408,0.0198190182960556
"gene","MSTRG.10916",0.722138488594765,0.0136139580513259,0.0708445435388464
"gene","MSTRG.10922",0.778459440267482,0.474111021430848,0.607750062635219
"gene","MSTRG.10927",0.961322636782967,0.00671272014694335,0.0508451258241254
"gene","MSTRG.10932",0.842071307408189,0.00350369446201726,0.0399409450628289
"gene","MSTRG.10934",0.342884567081266,1.54657682411852e-05,0.011714460233351
"gene","MSTRG.10936",1.02963901069564,0.400300782785316,0.544137674226819
"gene","MSTRG.1094",1.15761497780631,0.00539319214859657,0.0468551860069762
"gene","MSTRG.10941",0.958163597745964,0.289674176934488,0.438162802166258
"gene","MSTRG.10943",0.981169688102019,0.350922559392934,0.498798808878572
"gene","MSTRG.10945",1.13449191756216,0.444211822801037,0.581964969532969
"gene","MSTRG.10949",1.43802074426361,0.322499194279323,0.470866782480647
"gene","MSTRG.10950",1.54448922414028,0.308862978773236,0.457920601630524
"gene","MSTRG.10951",1.09549975352401,0.139255518642565,0.268468571998406
"gene","MSTRG.10952",1.25267642815378,0.332952555012041,0.479657135992622
"gene","MSTRG.1096",1.28655478654056,0.000561041882670366,0.0223223925995774
"gene","MSTRG.10965",1.33406780295717,0.197584479616861,0.341341459084678
"gene","MSTRG.10969",1.02585911804202,0.839172231213943,0.893151772082037
"gene","MSTRG.1097",0.906799073529981,0.00969548489342165,0.0614722466108083
"gene","MSTRG.10976",1.22025191464045,0.0667170556363063,0.166858393127495
"gene","MSTRG.10978",0.903201115677219,0.0465493440207673,0.13450548715595
